VICTIMA_PERUANA,EDAD_VICTIMA,VICTIMA_GESTANDO,N_HIJOS,ESTADO_CIVIL_VICTIMA,ESTUDIA,TRABAJA_VICTIMA,TIENE_SEGURO,DIST_DOMICILIO
1,8,0,0,1,0,0,1,San Juan de Lurigancho
1,0,0,0,1,0,0,0,San Juan de Lurigancho
1,0,0,0,1,0,0,0,San Juan de Lurigancho
1,3,0,0,1,0,0,1,San Juan de Lurigancho
1,37,0,1,1,0,0,1,San Juan de Lurigancho
1,28,0,1,1,0,1,0,San Juan de Lurigancho
1,24,0,1,1,0,1,1,San Juan de Lurigancho
1,13,0,0,1,1,0,1,San Juan de Lurigancho
1,4,0,0,1,0,0,1,San Juan de Lurigancho
1,4,0,0,1,0,0,1,San Juan de Lurigancho
1,76,0,1,1,0,0,1,San Juan de Lurigancho
1,67,0,1,1,0,0,0,San Juan de Lurigancho
1,67,0,1,1,0,0,0,San Juan de Lurigancho
1,21,0,0,1,0,0,1,San Juan de Lurigancho
1,45,0,1,1,0,0,1,San Juan de Lurigancho
1,2,0,0,1,0,0,1,San Juan de Lurigancho
1,47,0,1,1,0,0,1,San Juan de Lurigancho
1,27,0,1,1,0,1,1,San Juan de Lurigancho
1,23,0,1,1,0,0,1,San Juan de Lurigancho
1,20,0,0,1,0,0,1,San Juan de Lurigancho
1,8,0,0,1,1,0,1,San Juan de Lurigancho
1,16,0,0,1,1,0,1,San Juan de Lurigancho
0,25,0,0,1,0,1,0,San Juan de Lurigancho
1,12,0,0,1,1,0,1,San Juan de Lurigancho
1,22,0,0,1,0,1,1,San Juan de Lurigancho
1,45,0,1,1,0,1,1,San Juan de Lurigancho
1,26,0,1,1,0,1,0,San Juan de Lurigancho
1,19,0,0,1,0,1,1,San Juan de Lurigancho
1,10,0,0,1,1,0,1,San Juan de Lurigancho
1,25,0,1,1,0,1,1,San Juan de Lurigancho
1,35,0,1,1,0,1,1,San Juan de Lurigancho
1,19,0,0,1,0,1,1,San Juan de Lurigancho
1,38,0,1,1,0,1,1,San Juan de Lurigancho
1,47,0,1,1,0,0,1,San Juan de Lurigancho
1,36,0,1,1,0,0,1,San Juan de Lurigancho
1,22,0,0,1,1,1,1,San Juan de Lurigancho
1,65,0,1,1,0,1,1,San Juan de Lurigancho
1,68,0,0,1,0,1,1,San Juan de Lurigancho
1,69,0,1,1,0,0,1,San Juan de Lurigancho
1,42,0,1,1,0,0,1,Comas
1,28,0,1,1,0,0,0,San Juan de Lurigancho
1,50,0,1,1,0,1,1,Villa El Salvador
1,50,0,1,1,0,1,1,Villa El Salvador
1,31,0,1,1,0,0,1,Villa El Salvador
1,17,1,0,1,1,0,1,Puente Piedra
1,32,0,1,1,0,1,0,Los Olivos
1,27,0,0,1,0,0,0,Los Olivos
1,26,0,1,1,0,1,1,Los Olivos
1,32,0,1,1,1,1,0,Los Olivos
1,28,0,1,1,0,1,1,San Martin de Porres
1,37,0,1,1,0,0,1,San Martin de Porres
1,22,0,1,1,0,0,0,San Martin de Porres
1,25,0,1,1,0,0,1,San Martin de Porres
1,40,0,1,1,0,1,1,Los Olivos
1,8,0,0,1,1,0,1,Los Olivos
1,8,0,0,1,1,0,1,Los Olivos
1,9,0,0,1,1,0,1,Los Olivos
1,48,0,1,1,0,1,1,San Martin de Porres
0,25,0,1,1,0,1,0,Los Olivos
1,28,0,1,1,0,0,1,San Martin de Porres
1,55,0,1,1,0,0,1,Los Olivos
1,50,0,1,1,0,1,1,San Martin de Porres
1,16,0,0,1,1,0,1,San Martin de Porres
0,24,0,1,1,0,1,0,Los Olivos
1,29,0,0,1,0,1,1,Puente Piedra
1,60,0,1,1,0,0,1,San Martin de Porres
1,40,0,1,1,0,0,1,Los Olivos
1,30,0,1,1,0,1,0,San Martin de Porres
1,26,0,1,1,1,0,1,San Martin de Porres
1,27,1,1,1,0,0,0,Los Olivos
0,21,0,1,1,0,0,0,Los Olivos
1,6,0,0,1,1,0,0,San Martin de Porres
1,29,0,0,1,1,1,1,Los Olivos
1,44,0,1,1,0,0,0,San Martin de Porres
1,23,0,1,1,0,0,0,Los Olivos
1,70,0,1,1,0,0,1,Los Olivos
1,48,0,1,1,0,0,0,San Martin de Porres
1,27,0,1,1,0,1,1,San Martin de Porres
1,34,0,1,1,0,1,1,Los Olivos
1,37,0,1,1,0,0,1,Los Olivos
1,36,0,1,1,0,1,1,Ate
1,15,0,0,1,1,0,0,Ate
1,65,0,1,1,0,0,1,Los Olivos
1,44,0,1,1,0,0,1,San Martin de Porres
1,19,0,1,1,1,0,1,Comas
1,37,0,1,1,0,1,1,San Martin de Porres
1,41,0,1,1,0,1,1,Los Olivos
1,38,0,1,1,0,1,1,Los Olivos
1,15,0,0,1,1,0,1,Lurin
1,23,0,1,1,0,1,0,San Martin de Porres
1,50,0,1,1,0,1,1,San Martin de Porres
1,26,0,1,1,0,0,0,San Martin de Porres
1,22,0,1,1,1,0,1,San Martin de Porres
1,35,0,1,1,0,0,0,Ate
1,49,0,1,1,0,1,1,Los Olivos
1,26,0,1,1,0,1,1,San Martin de Porres
1,28,0,1,1,0,1,1,San Martin de Porres
1,39,0,1,1,0,0,1,San Martin de Porres
1,33,0,1,1,0,0,1,Los Olivos
1,25,0,1,1,0,1,1,Los Olivos
1,53,0,1,1,0,0,1,Los Olivos
1,23,0,0,1,0,1,1,Los Olivos
1,14,0,0,1,1,0,0,Los Olivos
1,45,0,1,1,0,0,0,Los Olivos
1,45,0,1,1,0,0,0,Los Olivos
1,14,0,0,1,1,0,1,San Martin de Porres
1,36,0,1,1,0,1,0,San Martin de Porres
1,88,0,1,1,0,0,1,Los Olivos
1,88,0,1,1,0,0,1,Los Olivos
1,46,0,0,1,0,1,1,Los Olivos
1,49,0,1,1,0,1,0,San Martin de Porres
0,27,0,1,1,0,1,0,Los Olivos
1,38,0,1,1,0,1,1,San Martin de Porres
1,42,0,1,1,0,0,1,San Martin de Porres
1,27,0,1,1,1,1,1,San Martin de Porres
1,28,0,1,1,0,0,1,San Martin de Porres
1,38,0,1,1,0,1,0,San Martin de Porres
1,4,0,0,1,1,0,1,Lima
1,13,0,0,1,1,0,1,Los Olivos
0,33,0,1,1,0,1,0,San Martin de Porres
1,35,0,0,1,0,1,1,Los Olivos
1,34,0,1,1,0,0,1,San Martin de Porres
1,51,0,1,1,0,1,0,San Martin de Porres
0,25,0,1,1,0,0,0,San Martin de Porres
1,24,0,0,1,0,0,0,San Martin de Porres
1,24,0,0,1,0,0,0,San Martin de Porres
1,51,0,1,1,0,1,1,Los Olivos
1,36,0,1,1,0,0,0,San Martin de Porres
1,32,0,1,1,0,0,1,San Martin de Porres
1,28,0,1,1,0,0,1,Santa Anita
1,19,0,0,1,1,0,1,Los Olivos
1,72,0,1,1,0,0,1,Los Olivos
1,40,0,1,1,0,1,1,San Martin de Porres
1,19,0,1,1,0,1,1,San Martin de Porres
1,48,0,1,1,1,1,1,San Martin de Porres
1,48,0,1,1,1,1,1,San Martin de Porres
1,70,0,1,1,0,0,0,San Martin de Porres
1,25,0,1,1,0,1,1,San Martin de Porres
1,22,0,1,1,0,0,0,Los Olivos
1,11,0,0,1,1,0,1,Los Olivos
1,20,0,1,1,0,1,1,San Martin de Porres
1,20,0,1,1,0,0,1,Los Olivos
1,14,0,0,1,1,0,1,San Martin de Porres
1,39,0,1,1,0,1,1,San Martin de Porres
1,17,0,0,1,1,0,1,San Martin de Porres
1,13,0,0,1,1,0,0,Los Olivos
1,30,0,1,1,1,1,0,San Martin de Porres
1,35,0,1,1,1,1,0,Independencia
1,16,0,0,1,1,0,1,Los Olivos
1,43,0,1,1,0,1,1,San Martin de Porres
1,12,0,0,1,1,0,0,San Martin de Porres
1,28,0,1,1,0,1,1,San Martin de Porres
1,43,0,1,1,0,1,0,San Martin de Porres
1,15,0,0,1,1,0,0,San Martin de Porres
1,9,0,0,1,1,0,0,San Martin de Porres
1,47,0,1,1,0,0,1,San Martin de Porres
1,71,0,1,1,0,0,1,Los Olivos
1,31,0,1,1,0,0,1,Los Olivos
1,28,0,1,1,1,1,0,San Martin de Porres
1,35,0,1,1,0,0,1,San Martin de Porres
1,37,0,1,1,0,1,0,San Martin de Porres
1,18,0,0,1,0,0,0,San Martin de Porres
1,35,0,1,1,0,1,1,San Martin de Porres
1,23,0,1,1,0,0,1,San Martin de Porres
1,30,0,0,1,0,1,1,San Martin de Porres
1,34,0,1,1,0,0,0,San Martin de Porres
1,60,0,0,1,0,1,1,Los Olivos
0,56,0,1,1,0,0,0,San Martin de Porres
1,27,0,1,1,0,1,1,Los Olivos
1,44,0,1,1,0,1,1,Los Olivos
1,41,0,1,1,0,1,1,Los Olivos
1,34,0,1,1,0,1,1,Los Olivos
1,25,0,1,1,0,1,1,San Martin de Porres
1,35,0,1,1,0,1,0,San Martin de Porres
1,26,0,1,1,0,1,0,San Martin de Porres
1,25,0,1,1,0,0,1,San Martin de Porres
1,27,0,1,1,0,1,1,Independencia
1,34,0,0,1,0,1,1,San Martin de Porres
1,46,0,1,1,0,1,1,Los Olivos
1,52,0,1,1,0,1,1,San Martin de Porres
1,31,0,0,1,1,1,1,Los Olivos
1,41,0,1,1,0,1,1,San Martin de Porres
1,59,0,1,1,0,0,1,San Martin de Porres
1,25,0,0,1,0,0,0,Ancon
1,32,0,1,1,0,1,1,San Martin de Porres
1,22,0,1,1,0,0,1,San Martin de Porres
1,37,0,1,1,0,1,1,Los Olivos
1,38,0,1,1,0,0,1,Los Olivos
1,5,0,0,1,1,0,1,San Martin de Porres
1,65,0,1,1,0,0,1,Los Olivos
1,29,0,1,1,0,0,1,San Martin de Porres
1,22,0,1,1,0,0,0,San Martin de Porres
1,20,0,1,1,0,0,1,San Martin de Porres
1,15,0,0,1,1,0,1,San Martin de Porres
1,10,0,0,1,1,0,1,San Martin de Porres
1,5,0,0,1,1,0,1,San Martin de Porres
1,20,0,0,1,1,1,1,Los Olivos
1,41,0,0,1,0,1,0,Los Olivos
1,22,0,1,1,1,0,1,San Martin de Porres
1,19,0,0,1,0,1,0,Los Olivos
1,19,0,0,1,0,1,1,San Martin de Porres
1,14,0,0,1,1,0,0,San Martin de Porres
1,6,0,0,1,1,0,1,San Martin de Porres
1,36,0,1,1,0,0,1,San Martin de Porres
1,22,0,1,1,0,0,1,Los Olivos
1,41,0,1,1,0,1,1,San Martin de Porres
1,42,0,1,1,0,1,1,Los Olivos
1,54,0,0,1,0,1,0,San Martin de Porres
1,30,0,1,1,0,0,0,San Martin de Porres
1,32,1,1,1,0,1,1,Los Olivos
1,23,0,1,1,0,0,0,San Martin de Porres
1,46,0,1,1,0,1,0,San Martin de Porres
1,53,0,1,1,0,1,1,San Martin de Porres
1,37,0,1,1,1,1,1,Comas
1,27,1,0,1,0,0,1,San Juan de Lurigancho
1,26,0,1,1,0,1,1,Los Olivos
1,27,0,1,1,0,0,0,Los Olivos
1,6,0,0,1,1,0,0,Los Olivos
1,8,0,0,1,1,0,0,Los Olivos
0,31,0,0,1,0,1,0,San Martin de Porres
1,24,0,1,1,0,1,0,Los Olivos
0,24,0,1,1,0,0,0,Los Olivos
1,15,0,0,1,1,0,1,Los Olivos
1,15,0,0,1,1,0,1,Los Olivos
1,34,0,1,1,0,0,1,Los Olivos
1,32,0,1,1,0,1,1,Los Olivos
1,31,0,1,1,0,0,1,Surquillo
1,33,0,1,1,0,1,1,Los Olivos
1,33,0,1,1,0,1,0,San Martin de Porres
1,45,0,1,1,0,1,0,San Martin de Porres
1,22,0,1,1,1,1,1,San Martin de Porres
1,35,0,1,1,0,1,1,San Martin de Porres
1,37,0,1,1,0,0,1,San Martin de Porres
1,35,0,1,1,0,1,0,Los Olivos
1,17,0,0,1,0,0,0,Los Olivos
1,51,0,1,1,0,0,0,San Martin de Porres
1,22,0,0,1,0,1,1,Los Olivos
1,36,0,1,1,0,0,1,San Martin de Porres
1,15,0,0,1,0,0,0,Puente Piedra
1,12,0,0,1,1,0,1,Los Olivos
1,23,0,1,1,0,1,0,San Martin de Porres
1,33,1,1,1,0,1,1,Los Olivos
1,42,0,1,1,0,1,1,San Martin de Porres
1,30,0,0,1,1,0,1,El Agustino
1,51,0,1,1,0,1,1,Los Olivos
1,68,0,1,1,0,1,1,Los Olivos
0,33,0,1,1,0,1,0,San Martin de Porres
1,63,0,1,1,0,0,0,San Martin de Porres
1,42,0,1,1,0,0,0,Los Olivos
1,59,0,1,1,0,0,1,San Martin de Porres
1,15,0,1,1,0,0,1,San Martin de Porres
1,15,0,1,1,0,0,1,San Martin de Porres
1,53,0,1,1,0,0,1,San Martin de Porres
1,28,0,1,1,0,0,0,Los Olivos
1,41,0,1,1,0,0,0,Los Olivos
1,38,0,1,1,0,1,0,San Martin de Porres
1,38,0,1,1,0,1,0,San Martin de Porres
1,65,0,1,1,0,1,0,San Martin de Porres
1,49,0,1,1,1,0,1,San Martin de Porres
0,21,0,1,1,0,0,0,Los Olivos
1,37,0,1,1,0,0,1,San Martin de Porres
1,34,0,1,1,0,1,0,San Martin de Porres
1,6,0,0,1,1,0,0,San Martin de Porres
1,49,0,0,1,0,1,0,San Martin de Porres
0,19,0,1,1,0,1,0,Los Olivos
1,41,0,1,1,0,1,0,Independencia
1,39,0,1,1,0,1,1,Chorrillos
1,37,0,1,1,0,0,1,Los Olivos
1,18,0,1,1,0,0,0,San Martin de Porres
1,16,0,0,1,0,0,1,San Martin de Porres
1,30,1,0,1,0,0,1,Los Olivos
1,19,0,1,1,0,1,1,San Martin de Porres
1,30,0,1,1,0,0,0,San Martin de Porres
1,25,0,1,1,0,0,1,San Martin de Porres
1,14,0,0,1,1,0,0,Los Olivos
1,66,0,1,1,0,1,1,San Martin de Porres
1,67,0,1,1,0,0,1,San Martin de Porres
1,72,0,1,1,0,0,1,San Martin de Porres
1,56,0,1,1,0,1,1,San Martin de Porres
1,60,0,1,1,0,0,1,Los Olivos
1,37,0,1,1,0,0,0,San Martin de Porres
1,26,0,1,1,0,0,1,La Victoria
1,4,0,0,1,1,0,1,La Victoria
1,39,0,1,1,0,1,0,San Martin de Porres
1,53,0,1,1,0,1,0,San Martin de Porres
1,32,0,1,1,0,1,1,Los Olivos
1,36,0,1,1,0,0,1,San Martin de Porres
1,66,0,1,1,0,0,1,Los Olivos
1,84,0,1,1,0,0,1,Los Olivos
1,84,0,1,1,0,0,1,Los Olivos
1,51,0,1,1,0,0,1,Los Olivos
1,51,0,1,1,0,0,1,Los Olivos
1,51,0,1,1,0,0,1,Los Olivos
1,33,0,1,1,0,1,1,San Martin de Porres
1,34,0,1,1,0,1,0,San Martin de Porres
1,56,0,1,1,0,1,1,San Martin de Porres
1,46,0,1,1,0,0,1,San Martin de Porres
1,81,0,1,1,0,0,1,Los Olivos
1,25,0,1,1,0,0,0,San Martin de Porres
1,42,0,1,1,0,0,0,Santiago de Surco
1,31,0,1,1,0,1,1,San Martin de Porres
1,9,0,0,1,1,0,1,San Martin de Porres
1,28,0,1,1,1,1,1,Los Olivos
1,28,0,1,1,1,1,1,San Martin de Porres
1,5,0,0,1,1,0,1,Los Olivos
1,18,0,0,1,0,0,0,San Martin de Porres
1,4,0,0,1,1,0,1,San Martin de Porres
1,44,0,1,1,0,1,1,Los Olivos
1,30,0,1,1,0,0,1,San Martin de Porres
1,4,0,0,1,1,0,1,Los Olivos
1,23,0,0,1,0,1,1,San Martin de Porres
1,16,0,0,1,1,0,1,San Martin de Porres
1,35,0,1,1,0,1,0,Comas
1,46,0,1,1,0,1,1,San Martin de Porres
1,31,0,1,1,0,1,0,San Martin de Porres
1,33,0,1,1,0,0,1,San Martin de Porres
1,53,0,1,1,0,0,1,San Martin de Porres
1,32,0,1,1,0,1,0,Los Olivos
1,27,1,1,1,0,0,1,San Martin de Porres
1,48,0,1,1,0,0,0,San Martin de Porres
1,38,0,1,1,0,1,1,San Martin de Porres
1,37,0,1,1,0,0,0,San Martin de Porres
1,22,0,0,1,1,0,1,Los Olivos
1,26,0,1,1,0,0,1,Los Olivos
1,2,0,0,1,0,0,1,San Martin de Porres
1,26,0,1,1,0,0,1,San Martin de Porres
1,10,0,0,1,1,0,0,Los Olivos
1,51,0,1,1,0,1,1,San Martin de Porres
1,33,0,1,1,0,0,1,Los Olivos
1,56,0,1,1,0,0,1,Los Olivos
1,40,0,1,1,0,1,0,Los Olivos
0,34,0,1,1,0,1,0,Los Olivos
1,36,0,1,1,0,0,1,Villa El Salvador
1,42,0,1,1,0,1,1,Los Olivos
1,29,0,1,1,0,0,0,Los Olivos
1,0,0,0,1,0,0,1,San Martin de Porres
1,0,0,0,1,0,0,1,San Martin de Porres
1,5,0,0,1,0,0,0,San Martin de Porres
1,16,0,0,1,1,0,1,San Martin de Porres
1,16,0,0,1,0,0,1,Los Olivos
1,16,0,0,1,0,0,1,Los Olivos
1,16,0,0,1,0,0,1,Los Olivos
1,5,0,0,1,1,0,1,San Martin de Porres
1,76,0,1,1,0,0,0,Los Olivos
1,25,0,1,1,0,1,1,Pachacamac
1,38,0,1,1,0,1,0,Los Olivos
1,4,0,0,1,0,0,0,Los Olivos
1,26,0,1,1,0,0,0,San Martin de Porres
1,30,0,0,1,0,0,0,Los Olivos
1,6,0,0,1,1,0,0,San Martin de Porres
1,6,0,0,1,1,0,1,San Martin de Porres
1,7,0,0,1,1,0,0,San Martin de Porres
0,21,0,0,1,0,0,0,San Martin de Porres
1,13,0,0,1,0,0,0,San Martin de Porres
1,41,0,1,1,0,1,1,San Martin de Porres
1,12,0,0,1,1,0,0,San Martin de Porres
1,10,0,0,1,0,0,0,San Martin de Porres
1,7,0,0,1,0,0,0,San Martin de Porres
1,12,0,0,1,1,0,1,Los Olivos
1,9,0,0,1,1,0,1,Los Olivos
1,9,0,0,1,1,0,1,Los Olivos
1,9,0,0,1,0,0,1,Los Olivos
1,4,0,0,1,0,0,1,Los Olivos
1,4,0,0,1,0,0,1,Los Olivos
1,7,0,0,1,1,0,1,San Martin de Porres
1,24,0,1,1,0,0,1,San Martin de Porres
1,14,0,0,1,1,0,1,San Martin de Porres
1,14,0,0,1,1,0,1,San Martin de Porres
1,9,0,0,1,1,0,1,San Martin de Porres
1,9,0,0,1,1,0,1,San Martin de Porres
1,37,0,1,1,0,1,1,Los Olivos
1,36,0,1,1,0,1,1,San Martin de Porres
1,25,0,1,1,0,0,1,San Martin de Porres
1,5,0,0,1,0,0,1,San Martin de Porres
1,19,0,0,1,0,1,1,San Martin de Porres
1,11,0,0,1,1,0,1,San Martin de Porres
1,24,0,0,1,1,0,1,San Martin de Porres
1,13,0,0,1,1,0,1,San Martin de Porres
1,41,0,1,1,0,1,0,San Martin de Porres
1,41,0,1,1,0,1,0,San Martin de Porres
1,29,0,1,1,0,1,0,San Martin de Porres
0,12,0,0,1,0,0,0,San Martin de Porres
0,17,1,0,1,0,0,0,San Martin de Porres
0,36,0,1,1,0,0,0,San Martin de Porres
1,83,0,1,1,0,0,0,San Juan de Lurigancho
1,5,0,0,1,1,0,1,San Martin de Porres
1,7,0,0,1,1,0,1,San Martin de Porres
1,16,0,0,1,1,0,1,San Martin de Porres
1,27,0,1,1,0,1,1,San Martin de Porres
1,24,0,1,1,0,0,1,San Martin de Porres
1,14,0,0,1,1,0,1,San Martin de Porres
1,18,0,0,1,0,0,1,San Martin de Porres
1,27,0,0,1,0,0,1,San Martin de Porres
1,21,0,0,1,0,1,0,San Martin de Porres
1,27,0,0,1,1,0,1,Los Olivos
0,38,0,0,1,0,1,0,San Martin de Porres
1,47,0,1,1,0,1,1,San Martin de Porres
1,44,0,1,1,0,1,1,Los Olivos
1,15,0,0,1,1,0,1,San Martin de Porres
1,15,0,0,1,1,0,1,San Martin de Porres
1,15,0,0,1,1,0,1,San Martin de Porres
1,24,0,1,1,0,0,1,Los Olivos
1,26,0,1,1,0,0,1,San Martin de Porres
1,29,0,1,1,0,1,1,San Martin de Porres
1,38,0,1,1,0,1,0,Lima
1,41,0,0,1,0,0,1,Los Olivos
1,41,0,0,1,0,0,1,Los Olivos
1,37,0,1,1,0,0,0,Puente Piedra
1,4,0,0,1,1,0,0,Puente Piedra
1,55,0,1,1,0,0,1,Los Olivos
1,35,0,1,1,0,0,1,Los Olivos
1,1,0,0,1,0,0,1,Los Olivos
1,29,0,1,1,0,0,1,Ate
1,7,0,0,1,0,0,1,San Martin de Porres
1,16,0,0,1,1,0,1,Rimac
1,8,0,0,1,1,0,1,Los Olivos
1,8,0,0,1,1,0,1,Los Olivos
1,43,0,0,1,0,1,0,San Martin de Porres
1,22,0,0,1,1,0,1,San Martin de Porres
1,37,0,1,1,0,1,1,Los Olivos
1,22,0,0,1,0,1,0,Ancon
0,18,0,0,1,0,1,0,San Martin de Porres
1,3,0,0,1,0,0,1,San Martin de Porres
1,35,0,1,1,0,1,0,La Victoria
1,6,0,0,1,0,0,0,La Victoria
1,1,0,0,1,0,0,0,La Victoria
1,23,0,0,1,1,1,1,Los Olivos
1,6,0,0,1,0,0,1,San Martin de Porres
1,6,0,0,1,0,0,1,San Martin de Porres
1,21,0,0,1,1,1,0,Puente Piedra
1,28,0,1,1,0,0,1,San Juan de Lurigancho
1,44,0,1,1,0,0,1,San Martin de Porres
1,34,0,1,1,0,1,1,Los Olivos
1,22,0,1,1,0,0,1,San Martin de Porres
1,25,0,1,1,0,1,0,Rimac
1,8,0,0,1,1,0,1,Rimac
1,20,0,1,1,0,1,1,San Martin de Porres
0,31,1,0,1,0,0,0,San Martin de Porres
1,54,0,1,1,0,0,1,Los Olivos
1,15,0,0,1,0,0,1,Independencia
1,13,1,0,1,1,0,1,Los Olivos
1,7,0,0,1,1,0,1,San Martin de Porres
1,27,0,0,1,1,1,1,Los Olivos
1,6,0,0,1,1,0,1,San Martin de Porres
1,56,0,1,1,0,0,1,San Martin de Porres
1,19,0,1,1,0,0,0,San Martin de Porres
1,27,0,1,1,0,1,1,San Martin de Porres
1,15,0,0,1,1,0,1,Los Olivos
1,53,0,1,1,0,1,1,Los Olivos
1,13,0,0,1,0,0,1,Carabayllo
1,31,0,1,1,0,0,0,San Martin de Porres
1,10,0,0,1,1,0,1,San Martin de Porres
1,10,0,0,1,1,0,1,San Martin de Porres
1,27,0,0,1,0,1,1,Los Olivos
1,31,0,1,1,0,1,1,San Martin de Porres
1,8,0,0,1,1,0,1,San Martin de Porres
1,27,0,1,1,0,0,0,Los Olivos
1,3,0,0,1,0,0,0,Los Olivos
1,30,0,1,1,0,1,1,San Martin de Porres
0,27,0,1,1,0,0,0,San Martin de Porres
0,1,0,0,1,0,0,0,San Martin de Porres
1,32,0,0,1,0,0,1,San Martin de Porres
1,4,0,0,1,0,0,1,Los Olivos
1,4,0,0,1,0,0,1,San Martin de Porres
0,38,0,0,1,0,0,0,San Martin de Porres
0,9,0,0,1,0,0,0,San Martin de Porres
1,61,0,1,1,0,0,1,Los Olivos
1,16,0,0,1,1,0,1,San Martin de Porres
1,63,0,1,1,0,0,1,San Martin de Porres
1,36,0,1,1,0,0,0,San Martin de Porres
1,40,0,1,1,0,0,0,Los Olivos
1,15,0,1,1,0,0,1,San Martin de Porres
1,31,0,1,1,0,1,1,Los Olivos
1,37,0,1,1,0,0,1,Los Olivos
1,32,0,1,1,0,0,1,Los Olivos
1,33,0,1,1,0,1,1,Santiago de Surco
1,33,0,1,1,0,1,1,Santiago de Surco
1,38,0,1,1,0,0,1,San Martin de Porres
1,38,0,1,1,0,0,1,San Martin de Porres
1,38,0,1,1,0,0,1,San Martin de Porres
1,38,0,1,1,0,0,1,San Martin de Porres
1,2,0,0,1,0,0,1,San Martin de Porres
1,2,0,0,1,0,0,1,San Martin de Porres
1,2,0,0,1,0,0,1,San Martin de Porres
1,2,0,0,1,0,0,1,San Martin de Porres
1,61,0,1,1,0,0,1,Los Olivos
1,61,0,1,1,0,0,1,Los Olivos
1,6,0,0,1,0,0,0,Los Olivos
1,37,0,1,1,0,0,1,Independencia
1,48,0,1,1,0,1,1,San Martin de Porres
1,18,0,0,1,0,1,1,Los Olivos
1,18,0,0,1,0,1,1,Los Olivos
1,39,0,0,1,0,0,1,San Martin de Porres
1,17,0,1,1,0,0,1,San Martin de Porres
1,56,0,1,1,0,0,1,Los Olivos
1,31,0,1,1,0,1,1,Los Olivos
1,41,0,1,1,0,0,1,San Martin de Porres
1,40,0,1,1,0,1,0,San Martin de Porres
1,18,0,1,1,0,0,0,San Martin de Porres
1,46,0,1,1,0,1,1,Independencia
1,10,0,0,1,1,0,0,San Martin de Porres
1,7,0,0,1,1,0,0,San Martin de Porres
0,27,0,0,1,0,1,0,San Martin de Porres
1,36,0,1,1,0,1,1,San Martin de Porres
1,25,0,0,1,0,0,0,Los Olivos
1,22,0,1,1,0,0,1,San Juan de Lurigancho
1,22,0,1,1,0,0,1,San Juan de Lurigancho
1,53,0,1,1,0,1,1,Los Olivos
1,32,0,1,1,0,1,0,San Martin de Porres
1,8,0,0,1,1,0,1,San Martin de Porres
1,55,0,1,1,0,0,1,San Martin de Porres
1,31,0,1,1,0,0,1,Los Olivos
1,7,0,0,1,1,0,1,San Martin de Porres
1,23,0,0,1,0,1,1,San Martin de Porres
1,57,0,1,1,0,0,1,Los Olivos
1,28,0,1,1,0,1,0,Lima
1,26,0,0,1,1,1,1,Los Olivos
1,38,0,0,1,0,0,1,San Martin de Porres
1,45,0,1,1,0,1,0,San Martin de Porres
1,29,0,1,1,0,1,1,San Martin de Porres
1,33,0,0,1,0,0,1,Rimac
0,40,0,1,1,0,0,0,San Martin de Porres
1,21,0,0,1,0,0,0,Los Olivos
1,22,0,0,1,0,0,1,Los Olivos
1,21,0,1,1,1,0,0,Los Olivos
1,3,0,0,1,1,0,0,Los Olivos
1,32,0,1,1,0,1,0,Los Olivos
1,15,0,0,1,1,0,1,San Martin de Porres
0,14,0,0,1,1,0,1,San Martin de Porres
0,18,0,0,1,0,0,1,San Martin de Porres
1,23,0,0,1,1,1,1,Los Olivos
1,31,0,0,1,0,1,1,Los Olivos
1,50,0,1,1,0,0,1,Los Olivos
1,35,0,1,1,1,1,0,Los Olivos
1,84,0,1,1,0,0,1,San Martin de Porres
1,42,0,1,1,1,1,0,Los Olivos
0,36,0,1,1,0,0,0,Los Olivos
1,32,0,1,1,0,1,0,San Martin de Porres
1,24,0,0,1,0,1,1,Los Olivos
0,28,0,1,1,0,1,0,Miraflores
1,14,0,0,1,1,0,1,San Martin de Porres
1,14,0,0,1,1,0,1,San Martin de Porres
1,14,0,0,1,1,0,1,San Martin de Porres
1,14,0,0,1,1,0,1,San Martin de Porres
0,28,0,1,1,0,0,0,San Martin de Porres
1,31,1,1,1,0,0,0,San Martin de Porres
1,27,0,1,1,1,0,0,San Martin de Porres
1,38,0,1,1,0,0,1,Los Olivos
0,25,0,1,1,0,0,0,San Martin de Porres
1,45,0,1,1,0,1,0,San Martin de Porres
1,45,0,1,1,0,1,0,San Martin de Porres
1,45,0,1,1,0,1,1,San Martin de Porres
1,20,0,0,1,0,1,1,San Martin de Porres
1,55,0,1,1,0,1,1,Los Olivos
1,55,0,1,1,0,1,1,Los Olivos
1,16,0,0,1,1,0,1,Los Olivos
1,40,0,1,1,0,0,1,Los Olivos
1,80,0,1,1,0,0,1,San Martin de Porres
1,39,0,1,1,0,0,1,Los Olivos
1,8,0,0,1,0,0,1,Los Olivos
1,21,0,1,1,0,1,1,Los Olivos
1,71,0,1,1,0,0,1,Los Olivos
1,71,0,1,1,0,0,1,Los Olivos
1,32,0,1,1,0,1,1,Los Olivos
1,40,0,1,1,0,1,1,Lince
1,15,0,0,1,1,0,1,Lince
1,12,0,0,1,1,0,1,Lince
1,14,0,0,1,1,0,1,San Martin de Porres
1,44,0,1,1,0,1,1,San Martin de Porres
1,39,0,1,1,0,1,1,Los Olivos
1,45,0,1,1,0,1,1,San Martin de Porres
